3月1日起 一批新规正式施行 一起来看看3月份 生活将有哪些不一样！          版权归原作者所有，如需转载请注明出处	明天起，一批新规正式施行。一起来看看3月份，生活将有哪些不一样！          来源：人民网、人民日报 编辑：陶瑞祥
新华社照片，诸暨（浙江），2021年3月3日3月3日，苏州肯帝亚队球员威尔斯（上）、郑祺龙（左二）防守上海久事队球员鞠明欣（左三）。当日，在浙江诸暨进行的2020-2021赛季中国男子篮球职业联赛（CBA）第三阶段第41轮比赛中，上海久事队对阵苏州肯帝亚队。	3月4日，四川五粮金樽队球员马库斯·亨特（右）在比赛中投篮。当日，在浙江诸暨举行的2020-2021赛季中国男子篮球职业联赛（CBA）第三阶段第41轮比赛中，四川五粮金樽队以114比106战胜山东西王队。新华社记者胡虎虎摄3月4日，四川五粮金樽队球员陈辰（右）在比赛中持球突破。
CBA联赛焦点之战，辽宁男篮与广东宏远赛季首次交手。双方历经苦战最终广东宏远118-115胜出，马尚-布鲁克斯和威姆斯合砍59分非常关键，但是落选了国家队的赵睿也打出了精彩一战，赵睿32分钟出场时间拿到了16分4个篮板6次助攻3次抢断的数据，尤其是最后一个篮板球为广东宏远锁定了胜局。  这场比赛是本	北京时间2月3号晚八点，球迷们终于等来了新年前最具焦点的辽粤大战。本场比赛辽宁以3分之差最惜败给广东，同时广东也以一波11连胜将战绩变为32胜4负，与辽宁并列排行榜第一。  在本场比赛之前，广东就已经轻取江苏后，豪取了10连胜，而且这已经是他们本赛季第三次取得9+连胜了。本赛季揭幕战，卫冕冠军广东队
外交部：1月31日起中国不再承认所谓BNO护照作为旅行证件和身份证明	外交部：1月31日起中方不再承认BNO护照为有效证件
石家庄取消市域范围内所有低风险区地区边界自行设置的检查站点吉林通化等地疫情形势趋于稳定	石家庄：近期将开通市域内长途客运业务，取消市域范围所有低风险区自行设置的检查站点
阿森纳与28岁世界杯冠军解约，本赛季仅出场3次，离队第6人？	据阿森纳官方消息，球队的10号球员已加盟土超费内巴切。  根据此前英国媒体消息，这名球员是与阿森纳解约后以自由球员身份转会的，他放弃了自己剩余半年的周薪35万英镑的合同。 消息称，他在费内巴切的周薪为28.5万英镑，外加浮动条款，签字费450万英镑。
当地时间9日，印尼三佛齐航空公司一架波音737-500客机从首都雅加达起飞后不久失联，随后被发现坠毁在雅加达附近海域，雷达显示飞机在失联前一分钟曾急速下降10000英尺。印尼交通部长布迪在当天召开的新闻发布会上透露，失事飞机在起飞后没有按照既定航向飞行。	中新社雅加达1月9日电(记者林永传)9日下午失联的印尼三佛齐航空公司SJY182航班波音737-500客机，已被证实在雅加达附近海域坠毁。印尼总统佐科指示尽最大努力搜寻幸存者。印尼罗盘网当晚报道，该国交通部长布迪通过线上新闻发布会介绍了该起空难情况。
实施补充养老保险制度最高补贴600元城乡居民养老金调整方案也在密集出炉。2021年将会有更多省份的居民养老保险基金进入委托投资，账户资金保值增值能力增强，制度吸引力增强，参保人数进一步增加，保障水平进一步提高。”	实施补充养老保险制度最高补贴600元城乡居民养老金调整方案也在密集出炉。2021年将会有更多省份的居民养老保险基金进入委托投资，账户资金保值增值能力增强，制度吸引力增强，参保人数进一步增加，保障水平进一步提高。”
李克强分别听取林郑月娥、贺一诚述职报告	李克强分别听取林郑月娥、贺一诚述职报告
综艺：塔斯肯挑战齐秦经典歌曲《花祭》，动人心弦感动全场！	综艺：塔斯肯挑战齐秦经典歌曲《花祭》，动人心弦感动全场！
篮网与快船的比赛，打得跌宕起伏，两队贡献了一场精彩绝伦的表演。拥有三巨头的篮网，笑到了最后，避免了连败。然而，篮网这场比赛其实非常惊险，拥有较大优势的情况下，被快船追至只差1分，险些再次翻车。  比赛进行到还剩14秒，乔治三分远投命中，将比分追至117-118。还剩1分1秒的时候，篮网还以118-1	今天篮网和快船的比赛了，两队鏖战到了最后一秒，最后还是拥有三巨头的篮网更胜一筹，他们以124-120结束了快船近期的3连胜。这场比赛也被外界称为是篮网少帅纳什的证明之战，首先赢下了强敌，球队信心提升，同时在最后阶段纳什的战术收到了奇效，从而帮助球队稳定住了局面，顶住篮网的冲击，成功拿下胜利。  这是
第三个！投案自首了！	第三个！投案自首了
肖战顶奢代言将宣！曝李宁公关改变策略，《斗罗大陆》成关键	肖战版“斗罗”才是王炸？两天两亿播放，演技无可挑剔打脸黑子！
日本网友却是清一色的在指责福原爱，“把孩子丢了自己回国是一种不负责任的表现”、“孩子真可怜”、“福原爱太让人失望了”，话里话外都是在觉得福原爱“不守妇道”。来就是异国他乡的，该有多难受啊，继续下去精神要崩溃的，孩子就算留在那，爷爷奶奶也不会对孩子太差吧，想要孩子从法律上争取就好了！	福原爱也曾对王楠说：“她最大的梦想就是结婚生子，给老公做饭”。他们幸福的婚姻也才短短维持了几年，网上就出现了各种婚变报道：“福原爱与江宏杰已婚变，离婚迫在眉睫”。实在不敢相信文质彬彬的江宏杰是一位不体贴的老公，可能福原爱难以忍受老公长期的语言暴力，所以慢慢对这段婚姻感受失望吧。
广东对阵辽宁，又是一场焦点大战，辽宁的五连败始于广东，最后还是终于广东，辽宁依靠着郭艾伦和张镇麟的不错发挥，才勉强在加时赛以124-115成功复仇广东。	北京时间3月8日，辽宁男篮对阵广东男篮，本场比赛布鲁克斯缺阵对于广东男篮阵容调整带来了很大的影响，杨鸣对于阵容进行调整，价格张镇麟放在首发三号位置，而张镇麟也回馈了杨鸣的信任，得到28分，成为两支球队得分最高的球员。
谈判准入力度更大谈判调入96种独家药品，直接调入23种非独家药品，共计119种药品进入国家医保药品目录，平均降价50.64%。群众买药更实惠首次对价格或费用偏高、基金占用较多的14种独家药品进行降价谈判，14种药品均谈判成功保留在目录内，平均降价43.46%。	新版目录于2021年3月1日起在全国范围内正式启用。04群众买药更实惠首次对价格或费用偏高、基金占用较多的14种独家药品进行降价谈判，14种药品均谈判成功保留在目录内，平均降价43.46%。
韩国上下屏息关注朴槿惠弹劾案，但谁也别想过得舒服	遭弹劾下台精神大受打击，朴槿惠扛得住吗？
1月26日是吴宣仪26岁生日，乐华娱乐杜华发文为其庆生：“生日快乐宣仪，认识你已经第九个年头了、第一次见你仿佛在昨天，看着你一天天的长大，愿你永远带着快乐往前跑，幸福快乐每分每秒！不忘初心，永不言弃，成为自己想要成为的自己！爱你。”	1月26日是吴宣仪26岁的生日，杨超越卡零点发文为吴宣仪庆生，喊话吴宣仪写道：“生日快乐，我第一名么？” 粉丝们也纷纷在评论区说道：“不愧是你，讲义气第一名！好爱这样的你啊”，“友谊长存”。
10万剂！首批国药疫苗刚刚抵达澳门	10万剂！首批国药疫苗刚刚抵达澳门
这就是国际章的敬业？上阳赋曝穿帮镜头，身高不够鞋来垫	《上阳赋》好不容易回升的口碑，被章子怡一双名牌运动鞋给毁了
黄子韬晒和彭昱畅在私人飞机上的合照，打牌、品尝美食，十分惬意	精致男孩怎样最有型？看黄子韬的“霸道宠溺”瞬间就知道了
可是这段时间，江宏杰明显对福原爱冷淡了，福原爱也不秀恩爱了，两人都被发现不戴婚戒了。很多粉丝觉得他们感情有了变化。福原爱说了，自己工作的时候不戴婚戒。可是粉丝扒出，福原爱之前工作的时候也戴婚戒，明显不能自圆其说。很多人的观念里，男孩子就是要多赚钱，一旦女孩子赚钱比较多，男孩子在家里就没有地位。	日前，福原爱和江宏杰被传出准备分居的传闻，一时间两人的粉丝也是开始担心起两人的感情，不过就在传闻出现不久之后，江宏杰出席记者会就做了否认，而福原爱这边也是与其互动。
春节档之后，三月院线电影看什么？	请查收，3月片单送到！
要说这几年最经典的一部作品，那么《庆余年》肯定榜上有名。对此很多人都表示没有办法接受，其实两人相差不大，也才7岁而已。尤其是郭麒麟和宋轶的这张新婚照，很多人看完之后纷纷表示简直是太上头了。不管怎么说，这次对于郭麒麟来说是一大挑战。会期待宋轶和郭麒麟的新作么？	《庆余年2》还在路上，大家不妨先用这部喜剧开开胃。主演换成了《庆余年》中的配角郭麒麟和宋轶，但《庆余年》里的张若昀、田雨也都会友情出演。此前在《庆余年》中饰演郭麒麟姐姐的宋轶，这次摇身一变成了宁毅的妻子苏檀儿。据了解，该角色在性格和形象上与宋轶以往饰演的角色有很大反差。
喜报近日，国家卫健委、国家中医药管理局通报表扬了在2020年度“优质服务基层行”活动中表现突出、成效显著基层医疗机构，洪泽区岔河镇中心卫生院跃然其中，荣登国家表彰之榜。	近日，国家卫生健康委员会办公厅、国家中医药管理局办公室发文，对在2020年“优质服务基层行”活动中表现突出、成效显著的机构给予通报表扬。凤冈县琊川镇卫生院、永安镇卫生院作为全市四所基层医疗卫生机构“上榜”！    版权归原作者所有，如有侵权请联系删除。
2020年1月21日，CBA常规赛第二阶段比赛继续举行，由吉林与广厦展开较量。经过四节比拼，吉林105-104险胜广厦，吉林避免两连败，广厦则终止4连胜。 吉林：琼斯35分12板11助，姜宇星24分3板3助，丁皓然14分7板，崔晋铭6分1板，钟诚3分3板3助，姜伟泽9分5板，李安4分6板，代怀博1	广厦队输吉林队1分，无缘5连胜 104-105！广厦队以1分之差输给了吉林队，从而无缘收获5连胜，以16胜15负的成绩，排在积分榜第七位，而吉林队则以20胜13负的成绩，排在积分榜第六位，从两队的积分来看，广厦队想要超过吉林队冲击前六位，还是比较困难。从双方比赛来看，可以说是打得十分胶着，整个过程都
1月15日，从石家庄市疫情防控指挥部办公室获悉，根据疫情防控需要，为进一步有效防止疫情传播，经专家研判，石家庄市疫情防控指挥部研究决定，全市继续居家防疫到1月19日24时。请各县（市、区）即通知各社区、各乡村和每家每户，齐心协力共同抗击疫情，要切实组织力量保障群众正常生活。 来源：河北日报	1月15日，从石家庄市疫情防控指挥部办公室获悉，根据疫情防控需要，为进一步有效防止疫情传播，经专家研判，石家庄市疫情防控指挥部研究决定，全市继续居家防疫到1月19日24时。请各县（市、区）即通知各社区、各乡村和每家每户，齐心协力共同抗击疫情，要切实组织力量保障群众正常生活。 来源：石家庄日报客户端
